ticket_id,customer_id,ticket_date,issue_type,resolution_time_days,satisfaction_score
T201683,CUST105634,2025-04-08,Payment,0,5
T201684,CUST105645,2024-05-01,Payment,0,4
T201685,CUST105648,2025-04-20,Delivery,16,2
T201686,CUST105648,2025-01-24,Delivery,0,4
T201687,CUST105649,2023-12-24,Payment,2,4
T201688,CUST105650,2025-06-21,Returns,1,3
T201689,CUST105652,2023-09-22,Tech,0,5
T201690,CUST105656,2025-06-19,Delivery,0,4
T201691,CUST105658,2025-08-01,Tech,9,5
T201692,CUST105659,2025-08-20,Tech,3,3
T201693,CUST105664,2025-08-23,Other,1,4
T201694,CUST105667,2025-06-05,Payment,2,4
T201695,CUST105668,2025-04-07,Delivery,1,5
T201696,CUST105676,2023-11-15,Other,3,5
T201697,CUST105684,2024-11-14,Returns,2,5
T201698,CUST105685,2024-11-21,Other,1,4
T201699,CUST105690,2025-03-27,Other,0,4
T201700,CUST105691,2024-12-11,Product,3,4
T201701,CUST105693,2024-06-25,Other,1,4
T201702,CUST105707,2024-04-24,Payment,1,5
T201703,CUST105712,2024-12-29,Payment,4,4
T201704,CUST105714,2024-07-05,Delivery,2,3
T201705,CUST105714,2024-07-17,Returns,7,4
T201706,CUST105718,2024-04-19,Other,0,4
T201707,CUST105728,2023-05-20,Delivery,1,5
T201708,CUST105730,2024-07-26,Payment,8,4
T201709,CUST105740,2024-10-10,Payment,0,4
T201710,CUST105741,2025-06-16,Other,1,1
T201711,CUST105744,2024-09-08,Product,5,1
T201712,CUST105750,2025-03-21,Product,1,5
T201713,CUST105758,2024-04-29,Other,4,4
T201714,CUST105759,2024-12-29,Other,5,5
T201715,CUST105759,2025-06-18,Tech,0,2
T201716,CUST105762,2022-07-22,Payment,1,5
T201717,CUST105771,2025-08-16,Tech,3,4
T201718,CUST105771,2024-12-03,Other,2,5
T201719,CUST105771,2025-02-09,Returns,1,4
T201720,CUST105772,2023-08-08,Product,7,2
T201721,CUST105775,2025-04-06,Delivery,1,5
T201722,CUST105779,2025-06-29,Delivery,4,3
T201723,CUST105780,2025-01-25,Product,0,4
T201724,CUST105787,2025-02-08,Product,1,2
T201725,CUST105787,2023-07-22,Other,3,4
T201726,CUST105791,2024-10-24,Payment,2,3
T201727,CUST105794,2025-08-15,Product,4,4
T201728,CUST105795,2025-03-03,Other,0,2
T201729,CUST105798,2024-01-12,Tech,1,4
T201730,CUST105802,2025-08-13,Other,3,3
T201731,CUST105811,2025-01-18,Returns,0,4
T201732,CUST105812,2024-02-23,Delivery,2,4
T201733,CUST105813,2025-07-28,Other,1,5
T201734,CUST105824,2025-06-30,Payment,0,4
T201735,CUST105824,2025-05-31,Payment,0,4
T201736,CUST105831,2025-08-07,Tech,1,4
T201737,CUST105834,2022-08-17,Delivery,0,5
T201738,CUST105836,2025-08-26,Delivery,1,3
T201739,CUST105838,2025-08-20,Other,2,5
T201740,CUST105843,2025-08-28,Payment,1,4
T201741,CUST105845,2025-08-13,Product,1,3
T201742,CUST105850,2024-11-08,Tech,0,2
T201743,CUST105852,2025-08-26,Tech,0,1
T201744,CUST105852,2024-12-16,Product,1,4
T201745,CUST105856,2025-04-13,Product,1,4
T201746,CUST105856,2025-05-28,Other,3,4
T201747,CUST105857,2025-04-18,Delivery,1,5
T201748,CUST105858,2024-02-23,Payment,0,4
T201749,CUST105863,2023-03-17,Other,2,5
T201750,CUST105863,2024-12-28,Other,2,4
T201751,CUST105867,2025-02-04,Returns,4,4
T201752,CUST105868,2024-07-31,Payment,1,4
T201753,CUST105870,2025-08-27,Product,0,5
T201754,CUST105871,2023-07-23,Other,0,4
T201755,CUST105878,2025-03-21,Other,0,4
T201756,CUST105886,2022-02-20,Other,7,3
T201757,CUST105886,2024-01-19,Payment,1,4
T201758,CUST105892,2022-07-01,Delivery,0,4
T201759,CUST105892,2025-04-18,Product,5,4
T201760,CUST105898,2025-07-07,Other,0,2
T201761,CUST105901,2023-12-29,Payment,0,3
T201762,CUST105905,2025-02-18,Delivery,5,4
T201763,CUST105907,2023-08-30,Product,0,5
T201764,CUST105910,2025-06-26,Tech,2,2
T201765,CUST105910,2024-08-03,Other,5,3
T201766,CUST105912,2025-01-30,Returns,1,4
T201767,CUST105913,2022-08-24,Returns,2,5
T201768,CUST105915,2024-06-08,Delivery,0,4
T201769,CUST105918,2025-01-27,Payment,2,4
T201770,CUST105919,2024-08-01,Other,10,3
T201771,CUST105920,2025-05-19,Delivery,2,3
T201772,CUST105923,2024-10-04,Payment,4,3
T201773,CUST105924,2025-05-21,Returns,0,4
T201774,CUST105926,2025-06-11,Returns,1,2
T201775,CUST105942,2025-04-15,Delivery,1,2
T201776,CUST105944,2024-02-17,Returns,9,2
T201777,CUST105948,2024-07-14,Delivery,2,4
T201778,CUST105951,2024-12-17,Other,0,1
T201779,CUST105951,2022-10-05,Other,0,5
T201780,CUST105953,2025-07-29,Delivery,0,3
T201781,CUST105959,2024-06-19,Tech,6,5
T201782,CUST105962,2025-01-23,Payment,2,3
T201783,CUST105963,2025-07-09,Tech,2,5
T201784,CUST105968,2025-01-10,Delivery,0,3
T201785,CUST105969,2024-06-29,Other,7,5
T201786,CUST105973,2025-01-20,Tech,1,2
T201787,CUST105975,2024-01-05,Tech,1,4
T201788,CUST105975,2023-06-23,Other,0,5
T201789,CUST105975,2025-01-11,Payment,1,4
T201790,CUST105980,2024-12-08,Tech,6,2
T201791,CUST105982,2024-07-12,Product,1,5
T201792,CUST105983,2025-06-27,Product,0,5
T201793,CUST105986,2024-01-20,Tech,0,4
T201794,CUST105989,2024-06-30,Product,0,4
T201795,CUST105990,2025-07-24,Tech,3,3
T201796,CUST105992,2025-08-05,Delivery,0,5
T201797,CUST105994,2024-03-23,Delivery,0,4
T201798,CUST105995,2025-06-23,Product,2,5
T201799,CUST105997,2025-06-29,Tech,1,5
T201800,CUST106003,2024-08-10,Delivery,0,3
T201801,CUST106014,2024-10-27,Product,0,5
T201802,CUST106019,2024-02-17,Other,0,4
T201803,CUST106021,2024-10-28,Tech,3,3
T201804,CUST106022,2025-08-12,Product,3,1
T201805,CUST106026,2025-05-07,Delivery,1,4
T201806,CUST106027,2023-11-17,Other,0,4
T201807,CUST106030,2024-08-30,Returns,0,1
T201808,CUST106034,2025-06-19,Other,3,4
T201809,CUST106038,2023-10-20,Product,1,1
T201810,CUST106050,2024-12-24,Payment,0,4
T201811,CUST106052,2023-05-12,Product,11,5
T201812,CUST106053,2025-07-04,Other,2,3
T201813,CUST106056,2022-10-15,Tech,0,5
T201814,CUST106064,2024-06-26,Delivery,2,5
T201815,CUST106066,2025-05-28,Product,3,2
T201816,CUST106074,2023-12-02,Delivery,5,4
T201817,CUST106076,2024-11-01,Tech,2,4
T201818,CUST106080,2024-12-01,Returns,1,3
T201819,CUST106084,2025-08-09,Payment,0,4
T201820,CUST106084,2025-03-31,Returns,3,5
T201821,CUST106087,2025-05-07,Product,1,4
T201822,CUST106093,2024-08-03,Delivery,2,3
T201823,CUST106101,2025-07-19,Product,0,4
T201824,CUST106101,2025-04-12,Tech,4,5
T201825,CUST106101,2025-07-02,Payment,5,5
T201826,CUST106101,2025-04-27,Delivery,9,3
T201827,CUST106106,2022-10-19,Returns,0,3
T201828,CUST106108,2025-03-23,Other,5,5
T201829,CUST106112,2024-11-30,Returns,3,4
T201830,CUST106115,2025-08-07,Other,0,4
T201831,CUST106115,2025-07-01,Returns,4,4
T201832,CUST106124,2024-05-26,Returns,4,2
T201833,CUST106127,2024-07-27,Other,1,1
T201834,CUST106127,2024-10-24,Delivery,0,4
T201835,CUST106131,2024-02-19,Other,2,4
T201836,CUST106132,2025-06-29,Payment,0,1
T201837,CUST106134,2025-08-06,Delivery,1,4
T201838,CUST106136,2024-03-14,Returns,1,3
T201839,CUST106136,2024-09-07,Product,1,3
T201840,CUST106140,2025-03-28,Tech,4,5
T201841,CUST106141,2024-05-12,Delivery,2,5
T201842,CUST106141,2023-10-20,Other,0,4
T201843,CUST106165,2025-01-17,Product,0,5
T201844,CUST106179,2023-10-11,Product,4,4
T201845,CUST106184,2022-10-29,Product,5,4
T201846,CUST106186,2025-04-18,Product,1,3
T201847,CUST106193,2025-03-15,Tech,0,2
T201848,CUST106196,2024-03-14,Payment,2,5
T201849,CUST106197,2024-02-07,Tech,1,3
T201850,CUST106201,2025-04-12,Returns,3,4
T201851,CUST106207,2023-07-24,Returns,5,3
T201852,CUST106208,2024-04-17,Product,1,4
T201853,CUST106209,2024-10-04,Returns,0,4
T201854,CUST106210,2025-08-30,Product,3,2
T201855,CUST106211,2025-02-08,Tech,0,5
T201856,CUST106212,2024-10-23,Returns,1,2
T201857,CUST106217,2025-07-17,Product,5,4
T201858,CUST106224,2025-07-08,Delivery,0,4
T201859,CUST106226,2022-12-02,Delivery,4,2
T201860,CUST106229,2024-03-28,Tech,2,5
T201861,CUST106229,2024-09-19,Other,2,2
T201862,CUST106230,2024-07-04,Returns,0,5
T201863,CUST106239,2025-04-14,Product,1,4
T201864,CUST106242,2024-04-28,Tech,1,4
T201865,CUST106242,2024-12-16,Returns,1,4
T201866,CUST106246,2024-06-02,Tech,2,5
T201867,CUST106254,2024-06-04,Returns,2,5
T201868,CUST106258,2024-12-25,Payment,0,1
T201869,CUST106258,2025-02-26,Returns,0,5
T201870,CUST106266,2025-08-29,Other,4,4
T201871,CUST106268,2025-04-22,Product,1,2
T201872,CUST106279,2025-01-16,Payment,1,4
T201873,CUST106285,2025-01-30,Product,3,2
T201874,CUST106294,2025-08-30,Tech,5,5
T201875,CUST106295,2022-12-17,Other,0,3
T201876,CUST106295,2024-01-24,Returns,1,4
T201877,CUST106305,2025-03-27,Product,1,3
T201878,CUST106310,2024-05-31,Delivery,3,4
T201879,CUST106313,2023-07-14,Other,3,5
T201880,CUST106316,2025-06-10,Product,1,4
T201881,CUST106320,2024-03-16,Delivery,3,5
T201882,CUST106324,2025-02-19,Returns,0,4
T201883,CUST106327,2025-01-01,Delivery,1,4
T201884,CUST106334,2023-04-12,Returns,2,2
T201885,CUST106337,2022-07-22,Product,0,3
T201886,CUST106342,2024-08-21,Other,0,1
T201887,CUST106343,2025-05-20,Returns,1,4
T201888,CUST106344,2023-12-10,Other,6,2
T201889,CUST106350,2024-05-03,Payment,1,5
T201890,CUST106353,2025-05-03,Tech,1,5
T201891,CUST106353,2025-06-30,Returns,0,4
T201892,CUST106361,2025-03-04,Returns,0,5
T201893,CUST106363,2023-04-07,Tech,0,5
T201894,CUST106367,2024-12-05,Product,1,1
T201895,CUST106369,2025-04-28,Returns,0,2
T201896,CUST106371,2025-06-03,Returns,6,3
T201897,CUST106376,2025-04-10,Payment,0,4
T201898,CUST106395,2025-06-09,Returns,8,3
T201899,CUST106397,2023-05-24,Tech,1,4
T201900,CUST106397,2025-03-25,Returns,0,5
T201901,CUST106399,2024-07-16,Delivery,0,3
T201902,CUST106402,2025-04-19,Payment,0,4
T201903,CUST106414,2024-01-27,Product,4,2
T201904,CUST106414,2024-12-30,Product,7,5
T201905,CUST106417,2025-08-18,Returns,4,5
T201906,CUST106418,2024-09-17,Other,1,4
T201907,CUST106420,2024-12-10,Payment,1,5
T201908,CUST106423,2025-08-15,Other,3,4
T201909,CUST106424,2023-07-09,Delivery,3,4
T201910,CUST106432,2023-01-09,Payment,1,4
T201911,CUST106437,2025-05-23,Tech,1,1
T201912,CUST106437,2024-11-28,Product,3,5
T201913,CUST106441,2024-07-12,Product,0,5
T201914,CUST106447,2023-06-24,Product,1,5
T201915,CUST106448,2025-07-06,Tech,1,4
T201916,CUST106450,2022-12-12,Delivery,5,4
T201917,CUST106452,2025-04-13,Other,3,4
T201918,CUST106456,2025-08-16,Payment,1,2
T201919,CUST106461,2025-07-11,Product,7,3
T201920,CUST106463,2025-06-11,Tech,6,4
T201921,CUST106464,2025-03-31,Product,2,1
T201922,CUST106466,2025-06-26,Other,0,3
T201923,CUST106467,2025-05-27,Payment,0,3
T201924,CUST106470,2025-07-22,Product,10,5
T201925,CUST106471,2025-04-02,Product,3,1
T201926,CUST106472,2025-07-21,Delivery,1,4
T201927,CUST106475,2025-03-26,Product,1,4
T201928,CUST106478,2024-02-03,Delivery,6,3
T201929,CUST106488,2024-03-19,Payment,5,4
T201930,CUST106493,2024-04-18,Other,1,4
T201931,CUST106495,2025-07-23,Payment,0,5
T201932,CUST106497,2025-05-23,Tech,0,3
T201933,CUST106497,2025-08-08,Tech,1,4
T201934,CUST106500,2024-05-18,Returns,2,4
T201935,CUST106506,2024-03-07,Delivery,1,4
T201936,CUST106507,2025-04-29,Other,5,4
T201937,CUST106508,2024-04-23,Tech,0,5
T201938,CUST106515,2024-11-11,Other,1,5
T201939,CUST106526,2025-07-15,Tech,3,3
T201940,CUST106531,2023-02-25,Delivery,2,3
T201941,CUST106537,2024-11-10,Tech,6,4
T201942,CUST106537,2024-05-25,Product,4,3
T201943,CUST106540,2025-06-20,Product,1,5
T201944,CUST106541,2025-07-06,Payment,0,4
T201945,CUST106542,2024-10-26,Delivery,6,3
T201946,CUST106546,2025-07-28,Returns,1,3
T201947,CUST106547,2025-07-07,Returns,7,4
T201948,CUST106548,2025-07-21,Delivery,7,4
T201949,CUST106548,2025-07-26,Product,0,2
T201950,CUST106548,2025-08-14,Returns,3,4
T201951,CUST106549,2025-05-18,Payment,0,4
T201952,CUST106552,2025-07-29,Tech,0,4
T201953,CUST106561,2024-11-16,Payment,4,3
T201954,CUST106561,2024-07-08,Other,2,3
T201955,CUST106563,2025-07-05,Delivery,5,2
T201956,CUST106564,2024-12-17,Other,2,4
T201957,CUST106565,2025-07-12,Payment,2,3
T201958,CUST106567,2024-05-03,Delivery,0,3
T201959,CUST106570,2025-08-17,Payment,8,4
T201960,CUST106570,2025-08-20,Payment,0,4
T201961,CUST106572,2023-03-20,Other,6,3
T201962,CUST106573,2025-08-22,Delivery,0,3
T201963,CUST106575,2024-12-12,Other,3,5
T201964,CUST106577,2023-11-12,Payment,1,3
T201965,CUST106584,2024-09-25,Delivery,1,5
T201966,CUST106588,2025-03-16,Payment,13,1
T201967,CUST106590,2024-09-13,Other,0,4
T201968,CUST106601,2024-11-24,Payment,0,3
T201969,CUST106601,2022-11-15,Tech,1,3
T201970,CUST106603,2025-04-16,Payment,2,4
T201971,CUST106603,2025-05-07,Tech,0,4
T201972,CUST106613,2025-06-02,Returns,1,4
T201973,CUST106616,2024-01-05,Other,4,4
T201974,CUST106624,2023-11-28,Product,0,5
T201975,CUST106624,2025-01-27,Returns,4,4
T201976,CUST106625,2025-06-29,Tech,1,4
T201977,CUST106630,2025-07-10,Product,0,5
T201978,CUST106632,2025-02-28,Other,1,3
T201979,CUST106636,2024-12-02,Payment,6,5
T201980,CUST106642,2023-05-24,Returns,5,5
T201981,CUST106644,2024-10-08,Returns,6,3
T201982,CUST106648,2023-10-27,Delivery,4,5
T201983,CUST106648,2025-03-23,Other,1,4
T201984,CUST106648,2023-09-22,Returns,3,4
T201985,CUST106657,2022-09-20,Payment,3,3
T201986,CUST106658,2025-07-01,Tech,0,3
T201987,CUST106658,2024-12-11,Delivery,0,3
T201988,CUST106659,2025-08-21,Payment,0,4
T201989,CUST106661,2023-03-13,Delivery,2,3
T201990,CUST106664,2025-03-02,Tech,0,5
T201991,CUST106665,2024-04-05,Product,1,2
T201992,CUST106666,2024-01-20,Returns,1,4
T201993,CUST106672,2024-04-14,Product,0,3
T201994,CUST106681,2024-03-01,Returns,0,5
T201995,CUST106682,2024-07-14,Product,5,5
T201996,CUST106692,2024-11-29,Delivery,0,1
T201997,CUST106697,2023-08-23,Product,2,3
T201998,CUST106697,2024-05-02,Product,5,3
T201999,CUST106706,2024-02-04,Payment,1,3
T202000,CUST106708,2025-07-03,Tech,6,5
T202001,CUST106708,2025-07-27,Product,2,5
T202002,CUST106713,2025-03-01,Returns,4,4
T202003,CUST106716,2024-03-23,Payment,0,5
T202004,CUST106718,2024-09-29,Other,1,4
T202005,CUST106720,2025-05-09,Product,2,3
T202006,CUST106724,2024-06-09,Tech,0,3
T202007,CUST106737,2023-08-22,Delivery,0,5
T202008,CUST106737,2023-06-15,Tech,3,4
T202009,CUST106738,2024-05-26,Tech,1,1
T202010,CUST106741,2025-05-26,Other,0,4
T202011,CUST106744,2024-11-04,Delivery,1,5
T202012,CUST106750,2025-03-29,Product,12,4
T202013,CUST106751,2022-10-25,Other,0,2
T202014,CUST106753,2025-03-18,Product,7,4
T202015,CUST106755,2023-05-21,Returns,0,4
T202016,CUST106759,2024-10-15,Other,3,4
T202017,CUST106760,2025-09-01,Other,1,2
T202018,CUST106767,2024-05-17,Delivery,6,4
T202019,CUST106767,2024-05-30,Tech,0,5
T202020,CUST106768,2024-03-15,Other,2,4
T202021,CUST106769,2024-07-07,Payment,0,4
T202022,CUST106770,2024-10-05,Tech,3,4
T202023,CUST106774,2025-01-18,Product,0,4
T202024,CUST106775,2024-01-23,Product,0,2
T202025,CUST106775,2023-10-04,Tech,3,3
T202026,CUST106778,2024-06-22,Payment,2,1
T202027,CUST106779,2024-01-24,Returns,1,2
T202028,CUST106780,2024-12-31,Delivery,2,5
T202029,CUST106780,2025-04-02,Product,6,2
T202030,CUST106780,2025-07-01,Product,5,3
T202031,CUST106803,2025-08-28,Other,2,3
T202032,CUST106806,2025-03-03,Product,3,4
T202033,CUST106810,2025-06-18,Delivery,0,3
T202034,CUST106814,2025-07-28,Delivery,3,1
T202035,CUST106817,2025-06-12,Delivery,5,4
T202036,CUST106820,2024-01-13,Product,5,5
T202037,CUST106822,2025-01-07,Tech,0,4
T202038,CUST106824,2025-06-15,Returns,0,4
T202039,CUST106826,2025-08-27,Product,3,4
T202040,CUST106831,2025-02-28,Returns,0,4
T202041,CUST106834,2023-10-07,Other,5,4
T202042,CUST106835,2025-06-03,Product,4,5
T202043,CUST106839,2024-04-16,Tech,5,4
T202044,CUST106840,2025-03-08,Other,2,5
T202045,CUST106844,2025-08-08,Tech,7,3
T202046,CUST106852,2025-02-25,Other,1,2
T202047,CUST106854,2025-04-16,Returns,6,2
T202048,CUST106857,2024-09-25,Payment,0,5
T202049,CUST106868,2025-05-13,Payment,1,3
T202050,CUST106871,2025-06-17,Other,3,4
T202051,CUST106871,2024-08-20,Payment,8,4
T202052,CUST106873,2023-09-02,Delivery,0,3
T202053,CUST106876,2025-08-24,Returns,8,4
T202054,CUST106880,2025-07-09,Delivery,0,4
T202055,CUST106881,2022-10-06,Payment,2,1
T202056,CUST106888,2025-07-26,Tech,0,2
T202057,CUST106897,2025-06-14,Other,0,4
T202058,CUST106900,2025-08-21,Returns,3,3
T202059,CUST106902,2025-07-12,Other,7,4
T202060,CUST106904,2024-02-27,Payment,8,4
T202061,CUST106906,2023-05-23,Product,1,3
T202062,CUST106909,2023-02-09,Product,3,4
T202063,CUST106910,2025-09-01,Delivery,4,4
T202064,CUST106913,2025-02-07,Other,0,1
T202065,CUST106923,2025-08-03,Payment,1,4
T202066,CUST106924,2023-04-06,Other,3,5
T202067,CUST106926,2025-01-30,Product,1,4
T202068,CUST106931,2025-08-13,Payment,1,4
T202069,CUST106931,2024-02-25,Tech,19,5
T202070,CUST106934,2025-01-01,Delivery,0,5
T202071,CUST106944,2025-06-19,Other,4,4
T202072,CUST106945,2025-02-27,Delivery,1,4
T202073,CUST106946,2023-12-11,Tech,2,4
T202074,CUST106951,2023-05-21,Delivery,1,2
T202075,CUST106953,2024-10-11,Returns,0,2
T202076,CUST106954,2023-02-09,Product,1,4
T202077,CUST106959,2025-02-05,Tech,1,5
T202078,CUST106960,2023-10-20,Other,1,4
T202079,CUST106964,2024-10-07,Payment,0,3
T202080,CUST106964,2024-07-02,Payment,2,1
T202081,CUST106965,2024-12-04,Product,3,5
T202082,CUST106968,2025-07-25,Other,1,4
T202083,CUST106968,2025-08-20,Tech,0,4
T202084,CUST106970,2025-07-28,Other,6,5
T202085,CUST106972,2025-07-18,Tech,2,3
T202086,CUST106978,2025-05-15,Product,2,4
T202087,CUST106979,2025-05-24,Delivery,5,4
T202088,CUST106987,2023-09-20,Tech,0,4
T202089,CUST107002,2023-01-18,Payment,0,5
T202090,CUST107010,2023-08-07,Returns,2,2
T202091,CUST107012,2025-06-16,Tech,2,3
T202092,CUST107014,2024-08-14,Returns,0,5
T202093,CUST107014,2024-01-20,Returns,1,5
T202094,CUST107015,2025-02-09,Payment,0,4
T202095,CUST107017,2024-02-17,Other,1,5
T202096,CUST107017,2023-02-23,Product,0,5
T202097,CUST107019,2024-07-25,Product,0,5
T202098,CUST107025,2024-01-14,Other,2,3
T202099,CUST107026,2024-07-30,Delivery,0,4
T202100,CUST107027,2025-03-14,Other,1,5
T202101,CUST107028,2024-10-04,Product,2,3
T202102,CUST107030,2022-09-25,Tech,0,1
T202103,CUST107033,2023-07-23,Product,1,3
T202104,CUST107037,2024-07-26,Payment,0,4
T202105,CUST107037,2024-11-13,Other,3,4
T202106,CUST107037,2024-12-09,Tech,5,5
T202107,CUST107040,2024-07-28,Returns,1,4
T202108,CUST107041,2025-08-12,Other,3,4
T202109,CUST107041,2025-08-04,Payment,7,2
T202110,CUST107046,2025-01-02,Payment,0,2
T202111,CUST107046,2024-05-23,Product,0,5
T202112,CUST107051,2023-08-04,Tech,3,3
T202113,CUST107053,2025-05-11,Product,2,3
T202114,CUST107054,2024-11-06,Payment,1,5
T202115,CUST107055,2024-11-16,Tech,0,5
T202116,CUST107055,2024-06-16,Other,1,5
T202117,CUST107055,2025-01-06,Other,3,3
T202118,CUST107071,2025-03-12,Payment,2,4
T202119,CUST107073,2023-05-24,Returns,1,5
T202120,CUST107079,2025-09-01,Other,2,5
T202121,CUST107081,2025-08-23,Product,0,5
T202122,CUST107082,2024-08-19,Product,2,4
T202123,CUST107086,2025-06-14,Delivery,2,4
T202124,CUST107087,2025-04-08,Product,0,1
T202125,CUST107092,2025-01-21,Other,0,3
T202126,CUST107095,2024-02-26,Payment,2,3
T202127,CUST107098,2022-03-11,Product,0,5
T202128,CUST107103,2025-07-16,Tech,1,5
T202129,CUST107103,2025-02-10,Payment,2,2
T202130,CUST107103,2025-07-28,Product,1,3
T202131,CUST107104,2023-11-12,Product,1,5
T202132,CUST107107,2023-04-22,Tech,1,5
T202133,CUST107111,2022-03-20,Tech,1,3
T202134,CUST107113,2025-07-12,Other,1,2
T202135,CUST107117,2025-01-24,Other,4,5
T202136,CUST107123,2025-08-25,Product,0,5
T202137,CUST107128,2025-07-02,Returns,0,4
T202138,CUST107133,2025-05-13,Other,4,3
T202139,CUST107136,2024-12-01,Other,5,4
T202140,CUST107136,2024-12-25,Tech,4,5
T202141,CUST107141,2025-05-11,Payment,0,4
T202142,CUST107144,2023-02-13,Returns,2,4
T202143,CUST107145,2024-11-25,Returns,7,3
T202144,CUST107145,2024-04-25,Returns,3,2
T202145,CUST107150,2024-01-08,Product,0,3
T202146,CUST107154,2024-12-28,Other,9,5
T202147,CUST107160,2024-11-27,Payment,3,4
T202148,CUST107165,2023-05-27,Delivery,2,4
T202149,CUST107166,2025-07-26,Payment,1,3
T202150,CUST107168,2023-11-20,Payment,6,3
T202151,CUST107169,2024-12-09,Payment,0,5
T202152,CUST107170,2024-06-12,Product,3,4
T202153,CUST107176,2023-06-08,Other,2,5
T202154,CUST107176,2024-04-18,Product,1,4
T202155,CUST107185,2024-06-14,Tech,3,5
T202156,CUST107187,2024-05-14,Product,0,4
T202157,CUST107190,2025-05-14,Returns,2,4
T202158,CUST107190,2025-04-26,Other,1,5
T202159,CUST107191,2022-08-01,Tech,0,5
T202160,CUST107193,2025-07-25,Product,1,4
T202161,CUST107202,2025-08-07,Delivery,0,2
T202162,CUST107208,2023-12-29,Tech,3,4
T202163,CUST107214,2024-11-20,Other,0,5
T202164,CUST107222,2023-08-28,Tech,2,4
T202165,CUST107224,2022-07-01,Tech,0,4
T202166,CUST107225,2025-08-08,Returns,5,3
T202167,CUST107233,2024-12-13,Product,4,4
T202168,CUST107234,2025-08-19,Tech,1,3
T202169,CUST107238,2025-07-07,Delivery,2,4
T202170,CUST107242,2024-08-18,Delivery,0,3
T202171,CUST107250,2025-06-10,Delivery,2,5
T202172,CUST107257,2023-01-09,Other,2,3
T202173,CUST107259,2024-02-16,Other,1,4
T202174,CUST107260,2024-06-29,Tech,1,5
T202175,CUST107260,2024-11-18,Product,3,4
T202176,CUST107260,2023-07-17,Product,0,5
T202177,CUST107262,2025-06-16,Other,0,4
T202178,CUST107266,2025-06-04,Delivery,1,2
T202179,CUST107268,2023-02-20,Tech,1,3
T202180,CUST107269,2023-01-25,Other,2,4
T202181,CUST107270,2023-04-26,Delivery,5,5
T202182,CUST107275,2025-08-23,Tech,6,4
T202183,CUST107276,2025-04-24,Tech,4,5
T202184,CUST107277,2024-01-09,Returns,2,4
T202185,CUST107277,2025-05-07,Payment,2,5
T202186,CUST107279,2024-02-27,Tech,0,5
T202187,CUST107281,2024-09-22,Returns,8,5
T202188,CUST107291,2024-05-25,Payment,0,4
T202189,CUST107291,2025-08-15,Tech,5,1
T202190,CUST107293,2024-12-10,Returns,1,4
T202191,CUST107297,2025-08-31,Other,1,4
T202192,CUST107299,2024-08-22,Returns,5,3
T202193,CUST107299,2025-06-02,Payment,1,3
T202194,CUST107306,2022-10-24,Other,0,2
T202195,CUST107307,2024-08-25,Delivery,1,4
T202196,CUST107312,2025-05-27,Returns,5,4
T202197,CUST107316,2025-07-02,Tech,2,4
T202198,CUST107329,2025-08-10,Other,3,4
T202199,CUST107330,2024-03-23,Delivery,0,2
T202200,CUST107331,2024-02-04,Delivery,2,5
T202201,CUST107334,2025-03-20,Delivery,3,4
T202202,CUST107335,2025-08-04,Returns,2,4
T202203,CUST107352,2024-05-30,Other,2,4
T202204,CUST107362,2025-04-19,Payment,0,5
T202205,CUST107366,2025-04-07,Other,2,3
T202206,CUST107368,2023-08-30,Payment,2,2
T202207,CUST107370,2025-08-03,Other,0,3
T202208,CUST107370,2025-02-19,Tech,0,4
T202209,CUST107371,2023-06-28,Tech,3,5
T202210,CUST107372,2025-08-31,Product,3,4
T202211,CUST107374,2025-04-30,Product,3,5
T202212,CUST107376,2024-03-22,Delivery,0,4
T202213,CUST107381,2022-10-31,Product,0,4
T202214,CUST107382,2024-02-02,Product,0,4
T202215,CUST107382,2025-07-13,Payment,0,3
T202216,CUST107384,2023-02-27,Other,0,4
T202217,CUST107385,2024-11-21,Payment,0,3
T202218,CUST107392,2024-12-29,Product,0,5
T202219,CUST107393,2024-11-27,Product,5,4
T202220,CUST107397,2025-05-24,Payment,4,4
T202221,CUST107399,2025-06-22,Product,8,4
T202222,CUST107404,2023-10-19,Delivery,10,5
T202223,CUST107412,2025-02-05,Tech,0,4
T202224,CUST107415,2024-08-06,Other,1,1
T202225,CUST107416,2024-06-06,Other,1,4
T202226,CUST107422,2024-09-25,Delivery,2,5
T202227,CUST107424,2024-04-06,Payment,1,4
T202228,CUST107443,2025-06-16,Returns,10,5
T202229,CUST107444,2024-07-01,Returns,1,5
T202230,CUST107446,2025-01-06,Delivery,0,5
T202231,CUST107450,2025-09-01,Other,1,3
T202232,CUST107451,2025-02-25,Payment,2,4
T202233,CUST107453,2023-05-31,Returns,0,5
T202234,CUST107453,2025-05-15,Payment,0,4
T202235,CUST107455,2023-09-23,Payment,1,5
T202236,CUST107456,2024-06-02,Product,14,2
T202237,CUST107458,2025-07-21,Product,1,5
T202238,CUST107463,2024-11-17,Product,1,4
T202239,CUST107465,2024-11-14,Delivery,6,2
T202240,CUST107467,2025-08-06,Delivery,1,5
T202241,CUST107469,2025-05-02,Other,4,3
T202242,CUST107472,2024-10-02,Tech,2,3
T202243,CUST107475,2024-12-25,Other,5,5
T202244,CUST107477,2025-04-30,Payment,1,4
T202245,CUST107484,2025-06-18,Tech,4,4
